Size,Insulation,Voltage,Type,FROM,FROM_SWITCH,TO,TO_SWITCH,DELAYED_REASON,FAULT_NATURE,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,F/M & LT SUPERVISOR DENIED TO GO TO REMOVE LT LINK & FUSES..,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,F/M NOT READY TO INSERT LINK AFTER TEST CHARGE.FITTER GANG ARRANGED FOR LINK INSERTION..,,
,,,,,,,,OPERATION SQUAD WAS BUSY IN OTHER TRIPPING..,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,BREAKDOWN OF OPERATION SQUAD VEHICLE.,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,HEAVY TRAFFICE ON S.V. ROAD . TEST CHARGE TAKEN AFTER DETAILLED INSPECTION DONE BY HTM PERSON..,,
,,,,,,,,,,
,,,,,,,,,,
,XLPE,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,ACCESS PROBLEM TO XMER YARD (LOCK PROBLEM).,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,OPERATIONS DONE FOR BUS & CKT DEAD TO CHECK OFS..,,
,,11KV,,,,,,BREAKER NOT GETTING ON FROM SCADA AT SEEPZ R/S (11 KV BREAKER SW.NO.16080) HENCE OPERATED BY HTM PERSON. U.I..,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,HEAVY TRAFFIC ON KALE MARG DUE TO WATER LOGGING..,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,HEAVY TRAFFIC ON S.V. ROAD SANTACRUZ (W).,,
,,,,,,,,,,
,,,,,,,,HEAVY TRAFFIC ON LINK ROAD. TEST CHARGE TAKEN AFTER THOROUGH INSPECTION AND CLEARANCE TAKEN FROM HTM.,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,BREAKER NOT GETTING ON . OPERATION SQUAD SENT DIRECTLY & REPORTED AT 22:45 HRS. OPERATION SQUAD REPORT DELAYED DUE TO HEAVY RAIN IN BORIVALI AREA. TEST CHARGE TAKEN AFTER GUAIDENCE FORM HT MAINTENANCE ENGINEER..,,
,,,,,,,,,,
,,,,,,,,ACCESS PROBLEM AT . TAPOVAN NO.1 85% SUPPLY RESTORED ON LT BACKFEEDING AT 13:05 HRS. TAPOVAN NO.1 100% SUPPLY RESTORED ON DG SET AT 18:00 HRS. S/S STRUCTURE COLLAPSED PARTIALLY AS ADJUSCENT BUILDING DEBRIES FELL ON IT WHICH WAS BEING DEMOLISHED..,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,FUSEMAN REACHED LATE ON SITE.,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,INSPECTION OF DT & LT ISOLATION TOOK TIME..,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,400KV,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,400KV,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,DT SWITCH MECHANISM PROBLEM. FITTER GANG ARRANGED AND ABNORMALITY ATTENDED BY HTM PERSON. ANERI AKRUTI 50% SUPPLY RESTORED ON LT BACKFEEDING AT 11:40 HRS.,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,HIRNANDANI ESTONIA S/S WAS OFFLINE..,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,HEAVY RAIN & TRAFFIC DUE TO GANAPATI IMMERSION.,,
,,11KV,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,HEAVY TRAFFIC ON S V ROAD.,SUPPLY RESTORATION DELAYED DUE TO HEAVY TRAFFIC ON S V ROAD,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,220KV,,,,,,,,
,,220KV,,,,,,,,
,,220KV,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,11KV,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,11KV,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,F/M NOT AVAILABLE FOR ISOLATION..,,
,,,,,,,,,,
,,11KV,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,XLPE,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,XLPE,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,SUPPLY RESTORATION DELAYED DUE VASTU PARK SUBSTATION WAS OFFLINE SW NO,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,VISHAL NAGAR S/S WAS OFFLINE.,SUPPLY RESTORATION DELAYED DUE TO VISHAL NAGAR S/S WAS OFFLINE,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,11KV,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,11KV,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,11KV,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,11KV,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,UNAVAILIBILITY OF CONSUMER REPRESENTATIVE . TEST CHARGE TAKEN AFTER SUBMITTING TEST REPORT BY HTC.,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,UNAVAILIBILITY OF CONSUMER REPRESENTATIVE . TEST CHARGE TAKEN AFTER SUBMITTING TEST REPORT BY HTC.,,
,,,,,,,,UNAVAILIBILITY OF CONSUMER REPRESENTATIVE . TEST CHARGE TAKEN AFTER SUBMITTING TEST REPORT BY HTC.,,
,,11KV,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,HEAVY TRAFFIC ON AAREY ROAD. TEST REPORT GIVEN BY HTC.,,
,,,,,,,,,,
,,,,,,,,UNAVAILIBILITY OF CONSUMER REPRESENTATIVE . TEST REPORT SUBMITTED BY HTC.S/R.,,
,,,,,,,,UNAVAILIBILITY OF CONSUMER REPRESENTATIVE . SUPPLY RESTORED AFTER TR GIVEN BY CONSUMER.,,
,,,,,,,,UNAVAILIBILITY OF CONSUMER REPRESENTATIVE . TEST CHARGE TAKEN AFTER TR SUBMITTED BY CONSUMER.,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,UNAVAILIBILITY OF CONSUMER REPRESENTATIVE .,,
,,,,,,,,UNAVAILIBILITY OF CONSUMER REPRESENTATIVE . TEST REPORT GIVEN BY CONSUMER. S/R..,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,CONSUMER REPRESENTATIVE NOT AVAILABLE ON SITE..,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,HEAVY TRAFFIC..,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,UNAVAILIBILITY OF CONSUMER REPRESENTATIVE . TEST REPORT SUBMITTED BY CONSUMER & LOAD TAKEN..,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,UNAVAILIBILITY OF CONSUMER REPRESENTATIVE . TRIPPED DUE TO HTC ABNORMILITY. T.R SUBMITED & SYSTEM NORMALISED..,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,HEAVY TRAFFIC ON WESTERN EXPRESS HIGHWAY. INFORMED BY CONSUMER AT 18:35 HRS. OPERATION SQUAD REPORTED AT 19:20 HRS. T.R. SUBMITTED AND SYSTEM NORMALISED.,SUPPLY RESTORATION DELAYED DUE TO HEAVY TRAFFIC ON WESTERN EXPRESS HIGHWAY,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,UNAVAILIBILITY OF CONSUMER REPRESENTATIVE .,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,UNAVAILIBILITY OF CONSUMER REPRESENTATIVE . TR SUBMITTED AND LOAD TAKEN BY CONSUMER.,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,BREAKER NOT GETTING ON FITTER WAS ARRANGED FROM BANDRA WEST TO ATTEND OFS FUSE.,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,UNAVAILIBILITY OF CONSUMER REPRESENTATIVE .,,
,,,,,,,,UNAVAILIBILITY OF CONSUMER REPRESENTATIVE . TEST REPORT REQUIRED.,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,UNAVAILIBILITY OF CONSUMER REPRESENTATIVE . TEST REPORT REQUIRED.,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,UNAVAILIBILITY OF CONSUMER REPRESENTATIVE . 2.) OPERATION SQUAD WAS BUSY IN RESTORATION OF BANDRA R/S 2237 AND STUCK IN TRAFFIC.,,
,,,,,,,,,,
,,,,,,,,UNAVAILIBILITY OF CONSUMER REPRESENTATIVE . T.R..,,
,,,,,,,,ACCESS PROBLEM AT BPT. ALSO TRAFFIC ON MAHUL ROAD.,,
,,,,,,,,1. HEAVY TRAFFIC AT EASTERN FREEWAY & MAISORE COL. S/S. 2. MOBILE NETWORK ISSUE. OPERATION SQUAED SENT DIRECTLY AND REPORTED AT 11:47 HRS.,,
,,,,,,,,,,
,,,,,,,,UNAVAILIBILITY OF CONSUMER REPRESENTATIVE T.R. REQUIRED. TEST CHARGE STOOD OK AT 22:30 HRS AFTER ISOLATING HTC BREAKER.,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,ACCESS PROBLEM AT CHEMICAL TERMINAL S/S. PROPER ENTRY TO BE DONE BEFORE ENTERING CONSUMER S PREMISES. 2). SQUAD WAS BUSY WITH TILAK NAGAR R/S TRIPPING.,,
,,,,,,,,,,
,,,,,,,,UNAVAILIBILITY OF CONSUMER REPRESENTATIVE . RELAY NOT AVAILABLE ON SITE.TEST REPORT GIVEN BY CONSUMER.SYSTEM NORMALISED..,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,UNAVAILIBILITY OF CONSUMER REPRESENTATIVE .,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,UNAVAILIBILITY OF CONSUMER REPRESENTATIVE .,,
,,,,,,,,,,
,,,,,,,,HEAVY TRAFFIC AT B-CROSS RD AND ANDHERI KURLA RD. TEST CHARGE DELAYED DUE TO UNAVAILABILITY OF FITTER GANG..,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,UNAVAILIBILITY OF CONSUMER REPRESENTATIVE .,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,UNAVAILIBILITY OF CONSUMER REPRESENTATIVE . TR REQUIRED.,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,UNAVAILIBILITY OF CONSUMER REPRESENTATIVE .,,
,,,,,,,,,,
,,,,,,,,UNAVAILIBILITY OF CONSUMER REPRESENTATIVE .,,
,,,,,,,,,,
,,,,,,,,OPERATION SQUAD DIVERTED FOR ISOLATION & RESTORATION OPERARTIONS OF DAHISAR R/S FEEDER NO. 11770 TRIPPING. HTM PERSON INSPECTED & TEST CHARGE STOOD OK ON NO LOAD AT 18:00 HRS. ALL SUPPLY RESTORED AT 18:09HRS..,,
,,,,,,,,UNAVAILIBILITY OF CONSUMER REPRESENTATIVE . TEST CHARGE ON NO LOAD STOOD OK AT 11:09HRS. ALL SUPPLY RESTORED AT 14:55HRS AFTER TAKING UNDERTAKING FROM HTC..,,
,,11KV,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,UNAVAILIBILITY OF CONSUMER REPRESENTATIVE .,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,UNAVAILIBILITY OF CONSUMER REPRESENTATIVE .,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,UNAVAILIBILITY OF CONSUMER REPRESENTATIVE . T.R. SUBMITED & SYSTEM NORMALISED..,,
,,,,,,,,UNAVAILIBILITY OF CONSUMER REPRESENTATIVE .,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,UNAVAILIBILITY OF CONSUMER REPRESENTATIVE .,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,33KV,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,11KV,,,,,,,,
,,11KV,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,11KV,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,11KV,,,,,,,,
,,,,,,,,,,
,,11KV,,,,,,,,
,,11KV,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,11KV,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,11KV,,,,,,,,
,,,,,,,,,,
,,11KV,,,,,,,,
,,11KV,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,11KV,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,11KV,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,11KV,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,11KV,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,11KV,,,,,,,,
,,11KV,,,,,,,,
,,,,,,,,,,
,,11KV,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,11KV,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,11KV,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,11KV,,,,,,,,
,,11KV,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,11KV,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,11KV,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,11KV,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,11KV,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,11KV,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,11KV,,,,,,,,
,,11KV,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,FEEDER TRIPPING,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,11KV,,,,,,,,
,,,,,,,,,,
,,11KV,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,11KV,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,11KV,,,,,,,FEEDER TRIPPING,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,11KV,,,,,,,,
,,,,,,,,,,
,,11KV,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,1) SARASWATI RD REC-STN SW 28271 FAILED TO CLOSE..,FAILED TO CLOSE,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,11KV,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,DELAYED RESPONSE OF DMS WHILE EXECUTION OF OFF COMMAND AT CHIKKUWADI S/S (SW.NO.35953). TRIPPED DUE TO FPI MALFUNCTION AT SPARC NO.2 S/S (SW.NO. : 29077).,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,22KV,,,,,,,,
,,22KV,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,22KV,,,,,,,,
,,22KV,HTCF SECTION,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,11KV,,,,,,1)AAREY GARDEN KIOSK S/S SW.NO.16980 SWITCH MECHANISM PROBLEM. 2)RESTORATION DELAYED DUE TO ACCES PROBLEM AT AAREY PUMP S/S . ALL S/R AT 00:42 HRS EXCEPT AAREY UNIT NO.22 S/S.,,
,,11KV,,,,,,,,
,,33KV,,,,,,1) DMS OFFLINE AT MAMTA PARADISE S/S. U.I..,,
,,11KV,,,,,,1) HEAVY TRAFFIC ON MAHAKALI CAVES RD. AND JOGESHWARI STN. RD.. SATYAM INDUSTRIAL EST NO.2 30% SUPPLY RESTORED ON LT BACKFEEDING AT 14:15 HRS. SATYAM INDUSTRIAL EST NO.2 90% SUPPLY RESTORED ON DG SET AT 15:13 HRS. SATYAM INDUSTRIAL EST NO.2 100% SUPPLY RESTORED ON DG SET AT 16:40 HRS. RESTORATION DONE AFTER TAKING SITE CLEARANCE FROM SITE PERSON..,,
,,11KV,,,,,,,,
,,11KV,,,,,,,,
,,11KV,,,,,,1)TANK PAKHADI NO.2 S/S (DMS) WENT OFFLINE AFTER GIVING COMMAND. 2) HEAVY TRAFFICE ON SAHAR CHURCH RD.. SAHAR CHURCH 60% SUPPLY RESTORED ON LT BACKFEEDING AT 14:30 HRS. SAHAR CHURCH 100% SUPPLY RESTORED ON LT BACKFEEDING AT 15:10 HRS. U.I..,,
,,11KV,,BHARTIYA VIDYA BHAVAN,37472,H M SCHOOL,16732,1) DMS OFFLINE AT BHARTIYA VIDYA BHAVAN S/S.,,
